artist,track
Mose Allison,The Seventh Son
Bill Frisell,Pipeline
The Style Council,Mick's Blessings
Dizzy Gillespie,All The Things You Are
Herbie Mann,Memphis Underground
Tom Waits,New Coat Of Paint
The Lounge Lizards,Do The Wrong Thing
Joachim Kühn,A Live Experience
Joachim Kühn,Youmala
Ali Farka Touré,Bonde (with Ry Cooder)
Paul Simon,Diamonds on the Soles of Her Shoes
Willy DeVille,Hey Joe
Hugh Masekela,Grazing In The Grass
Scott Walker,The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime)
Irma Thomas,Ruler Of My Heart
Ry Cooder,"Paris, Texas"
Os Mutantes,A Minha Menina
Paul Simon,Gumboots (with Boyoyo Boys)
Hampton Hawes Trio,I Got Rhythm
Bud Powell Trio,Off Minor - 1990 Remaster
Thelonious Monk,I Should Care
Tom Waits,Semi Suite
Tom Waits,San Diego Serenade
Tom Waits,Fumblin' With The Blues
Tom Waits,Ol' 55
Tom Waits,The Ghosts Of Saturday Night (After Hours At Napoleone's Pizza House)
The Spencer Davis Group,Keep On Running - Mono Version
Charlie Parker Quartet,Star Eyes - Incomplete & False Start
Thelonious Monk Septet,Epistrophy - Fragment
Thelonious Monk,Dinah (Take 2)
Lennie Tristano,Inflight
Charles Mingus,Better Git It in Your Soul
Kenny Drew,Four And Five
Dizzy Gillespie,An Oscar For Treadwell - Incomplete 411-1
Terry Riley,The Protege
Terry Riley,Long Bus Ride
Terry Riley,M - Music I - Inside C - Curved E-Entrances
Terry Riley,The Harp of New Albion: IV. Cadence on the Wind
Terry Riley,Journey From The Death Of A Friend
Joachim Kühn,Kalimba Call
George Harrison,Wah-Wah (2014 Remaster)
Tord Gustavsen Quartet,Glasgow Intro
Wako,Snart blir jeg far
Marc Copland,Flip Side
Søren Bebe Trio,Tango for T
Joachim Kühn,The Crystal Ship
Dr. Gwon,Awakening (Tuning In)
Anat Fort Trio,"Milarepa, Pt. 1"
Aziza Brahim,Baraka
Driss El Maloumi,Comme une joie
Mariem Hassan,Haiyu
Hasna el Becharia,Koul chi al Oualidine
Hamza El Din,Mwashah
Howlin' Wolf,Rockin' Daddy
Howlin' Wolf,Sitting On Top Of The World
Howlin' Wolf,Back Door Man
Howlin' Wolf,I Ain't Superstitious
Howlin' Wolf,Who's Been Talking?
Howlin' Wolf,Worried About My Baby
Howlin' Wolf,Smokestack Lightnin'
Howlin' Wolf,Red Rooster
Howlin' Wolf,Killing Floor
Herbie Mann,The Butterfly in a Stone Garden
Santana,Song of the Wind
Hamza El Din,Ollin Arageed
Rabih Abou-Khalil,The Happy Sheik
Rabih Abou-Khalil,Blue Camel
The Police,Canary In A Coalmine
The Rolling Stones,Hang Fire - Remastered
Ry Cooder,Feelin' Bad Blues - 2008 Remaster
Led Zeppelin,We're Gonna Groove - Remaster
Steely Dan,Babylon Sisters
Blind Faith,Sea Of Joy
Blind Faith,"Under My Thumb - Live: Hyde Park, London 7th June 1969"
Blind Faith,Well All Right
Blind Faith,Presence Of The Lord
Buffalo Springfield,Bluebird
Quicksilver Messenger Service,Mona
Keith Richards,Wicked As It Seems (2010 - Remaster)
Eric Clapton,Riding With the King
Paul McCartney,Nineteen Hundred And Eighty Five
Mulatu Astatke,Mascaram Setaba - Stereo Master
Oliver Nelson,Stolen Moments
Creedence Clearwater Revival,Up Around The Bend - Live In Amsterdam 9-10-71
Triumvirat,The Capitol Of Power
Miles Davis,"Sanctuary (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)"
Miles Davis,"John McLaughlin (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)"
Miles Davis,Pharaoh's Dance
Philip Glass,The Grid
Miles Davis,Concierto de Aranjuez: Adagio
Paul Mauriat,Love Is Blue - Remastered
The Beach Boys,Lady Lynda - Remastered 2000
Bill Evans,Peace Piece
Ennio Morricone,"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)"
Penguin Cafe Orchestra,Perpetuum Mobile
Masayoshi Takanaka,TROPIC BIRDS
Masayoshi Takanaka,Chill Me Out
Soft Machine,"Odds Bullets and Blades, Pt. I"
Jeff Beck,Head for Backstage Pass
Jean-Luc Ponty,Imaginary Voyage - Pt. I
Bill Bruford,One Of A Kind - Part One
Soft Machine,The Man Who Waved At Trains - 2022 Remaster
Focus,Moving Waves
Focus,Eruption
Focus,Early Birth
Focus,Hocus Pocus - Extended Version
Focus,Sylvia
Focus,Love Remembered
Focus,Le Clochard
Focus,Focus II
Focus,Mother Focus
Focus,Janis
Focus,Hocus Pocus - Original Single Version
East Of Eden,Isadora
East Of Eden,Gum Arabic
East Of Eden,Nymphenburger
East Of Eden,Communion
Sadja,Sadja
Embryo,Imelaku 1
Embryo,Revolution - Remastered
Premiata Forneria Marconi,Worlds Beyond - English version
Mahavishnu Orchestra,Cosmic Strut
Frank Zappa,It Must Be A Camel
Frank Zappa,Sleep Dirt
Frank Zappa,Father O'Blivion
Miles Davis,Miles Runs the Voodoo Down
Colosseum,Butty's Blues
Ginger Baker,Brain Damage
East Of Eden,Nymphenburger - Remastered 1985
35007,Herd
35007,Vein
35007,Soulmachine
Colosseum,The Valentyne Suite: January's Search / February's Valentyne / The Grass Is Always Greener
Jimi Hendrix,"Who Knows - Live At Fillmore East, 1970 / 50th Anniversary"
Masayoshi Takanaka,憧れのセーシェル諸島
